@relation lda

@attribute topic0 numeric
@attribute topic1 numeric
@attribute topic2 numeric
@attribute topic3 numeric
@attribute topic4 numeric
@attribute classLabel {1.0, 2.0, 3.0, 4.0}
@data
0.0719179544977,0.0661117414276,0.294698588724,0.0206794420958,0.546592273255,1.0
0.0205492663375,0.0205741052477,0.448979792053,0.307958427965,0.201938408397,1.0
0.0767956465974,0.00505315850795,0.410146390919,0.148269424052,0.359735379924,1.0
0.8843268722,0.0288053068578,0.0288726263763,0.0288994672342,0.0290957273317,1.0
0.0514195707393,0.0509057228807,0.795031872643,0.0510496879057,0.0515931458317,1.0
0.197467896875,0.0,0.284337927162,0.058036627021,0.460157548942,1.0
0.143784205259,0.0112714263995,0.0111577111731,0.209736368609,0.624050288559,1.0
0.0173300837586,0.0171092803024,0.637549394659,0.310604641608,0.0174065996723,1.0
0.0801193754492,0.0,0.0873225313553,0.429885362857,0.402672730338,1.0
0.191397421568,0.460872429037,0.169927482696,0.177802666699,0.0,1.0
0.204200975434,0.195451868102,0.0457290320438,0.0611376151191,0.493480509301,1.0
0.0175945718817,0.0167789089289,0.247968369567,0.0168145155822,0.70084363404,1.0
0.162620398393,0.0553915018824,0.278548579864,0.0527365556241,0.450702964236,1.0
0.111669901656,0.0349586185344,0.508305028981,0.0511620904029,0.293904360426,1.0
0.0270903392481,0.0,0.40285545781,0.162867535251,0.407186667691,1.0
0.0183422079669,0.0183400764469,0.146788221505,0.144413755403,0.672115738679,1.0
0.405617973524,0.0,0.21282407148,0.0498203042802,0.331737650716,1.0
0.126263070558,0.0538585770182,0.106518097074,0.182906290653,0.530453964696,1.0
0.010090677068,0.0100436216249,0.383687878235,0.0100676047514,0.586110218321,1.0
0.0390258182547,0.338462183215,0.0,0.534239557883,0.0882724406475,1.0
0.0143628146722,0.0150748660902,0.0143261623963,0.209544383694,0.746691773147,1.0
0.0811726057329,0.299193688392,0.0,0.37850269368,0.241131012194,1.0
0.0230684474579,0.0228024750203,0.199056809355,0.175285682611,0.579786585556,1.0
0.0,0.0,0.0,0.246706067735,0.753293932265,1.0
0.168612954999,0.0,0.0784263670785,0.144026448859,0.608934229064,1.0
0.016018311937,0.66835035707,0.0994425702096,0.200039417231,0.0161493435528,1.0
0.145273887485,0.181122066585,0.180600986563,0.143392219364,0.349610840002,1.0
0.0126475575559,0.213582681767,0.123453228425,0.180992145147,0.469324387105,1.0
0.220542391474,0.0171062201402,0.0171358029944,0.114637409678,0.630578175713,1.0
0.0257194264117,0.0265986203468,0.0265822070472,0.223596707422,0.697503038773,1.0
0.281652645484,0.152791208171,0.0,0.256033690244,0.309522456102,1.0
0.0,0.133066698278,0.343078382063,0.0935826400902,0.430272279569,1.0
0.0250000593164,0.0253355482478,0.0252628393891,0.208869007452,0.715532545595,1.0
0.210082463106,0.0,0.0456022911252,0.166749072466,0.577566173304,1.0
0.0559960197513,0.0885797631317,0.0559340269159,0.518869774535,0.280620415666,1.0
0.327738289813,0.0100793459577,0.203497743553,0.0101187233803,0.448565897296,1.0
0.0,0.218978325957,0.147819463455,0.633202210587,0.0,1.0
0.0704463512246,0.385968367466,0.0144534254283,0.41014975575,0.118982100131,2.0
0.153714257333,0.405878114231,0.0,0.336987815254,0.103419813183,2.0
0.0633987699318,0.476564019483,0.0820217732832,0.354269790944,0.0237456463576,2.0
0.353064417086,0.120777772989,0.037117620488,0.424192033146,0.0648481562909,2.0
0.261455882921,0.00446632433801,0.305535936263,0.00448386225254,0.424057994225,2.0
0.301891847325,0.396497003698,0.199915814405,0.0,0.101695334572,2.0
0.122875518896,0.0352192743742,0.395536764145,0.027341353674,0.419027088912,2.0
0.114760313699,0.13010441779,0.124194913742,0.0170920250058,0.613848329763,2.0
0.0072004440845,0.415790839462,0.0390128802085,0.137609802627,0.400386033618,2.0
0.0810546883169,0.181241505692,0.0107934196788,0.22149461809,0.505415768222,2.0
0.00486052145887,0.222035382891,0.163487325877,0.260676696257,0.348940073516,2.0
0.0178349370251,0.205631294329,0.186243018232,0.440641095016,0.149649655398,2.0
0.0,0.0,0.0985723207497,0.0914380042272,0.809989675023,2.0
0.145000493333,0.539417355802,0.0590824651559,0.135121305234,0.121378380476,2.0
0.0956230254794,0.324457061977,0.168195941946,0.271065879365,0.140658091233,2.0
0.11662649313,0.497786426557,0.0481852764313,0.23480484563,0.102596958251,2.0
0.00127190992093,0.693172030004,0.0769674137179,0.135724416785,0.0928642295728,2.0
0.100008881423,0.0196427558984,0.0267009638539,0.672163795603,0.181483603222,2.0
0.00699955916801,0.658509765247,0.0309621461013,0.151967386746,0.151561142738,2.0
0.05007362213,0.140231246967,0.249013167681,0.394881468621,0.165800494602,2.0
0.131617764966,0.162488439315,0.0278397956891,0.425513000347,0.252540999683,2.0
0.371285579347,0.256258365616,0.0251955413475,0.0251534792921,0.322107034398,2.0
0.047305204174,0.573347258373,0.00210020125352,0.141374944357,0.235872391843,2.0
