@relation lda

@attribute topic0 numeric
@attribute topic1 numeric
@attribute topic2 numeric
@attribute topic3 numeric
@attribute topic4 numeric
@attribute classLabel {1.0, 2.0, 3.0, 4.0}
@data
0.0286194360276,0.0291330782169,0.468183673831,0.029276073673,0.444787738251,1.0
0.0185258620243,0.018589519642,0.0183234553597,0.0185058336769,0.926055329297,1.0
0.0,0.0,0.433325951978,0.0610069318129,0.505667116209,1.0
0.0961455748768,0.48443947742,0.0843312288722,0.0964369854309,0.2386467334,1.0
0.0,0.0,0.566914177134,0.0,0.433085822866,1.0
0.0185163150132,0.571275780544,0.0183095323335,0.0878308576186,0.304067514491,1.0
0.013403580196,0.325653271918,0.0134006398948,0.535682205362,0.111860302629,1.0
0.0253056790104,0.025210346657,0.246378644508,0.243579568782,0.459525761042,1.0
0.0157112411305,0.0155134318156,0.0155222640059,0.459444507276,0.493808555772,1.0
0.0118654493628,0.382650296219,0.0119515927503,0.411443212654,0.182089449013,1.0
0.364654264908,0.322871675101,0.131102255517,0.0573313930536,0.12404041142,1.0
0.0133096634919,0.282330264054,0.0446667621909,0.347846555736,0.311846754527,1.0
0.292671626112,0.0170213093568,0.121683542452,0.156131774886,0.412491747193,1.0
0.159846893549,0.0,0.0,0.359443022166,0.480710084285,1.0
0.0,0.421362131754,0.346047141702,0.0971370968521,0.135453629691,1.0
0.0,0.0,0.554922825855,0.0,0.445077174145,1.0
0.0975680675324,0.0113074163097,0.449329476593,0.0112793074772,0.430515732088,1.0
0.106135767831,0.0995877001433,0.173435696044,0.0421299662083,0.578710869774,1.0
0.0500604361582,0.0502336003911,0.0505010644523,0.0507377098469,0.798467189152,1.0
0.104418447553,0.200744398196,0.305754312636,0.241569901153,0.147512940462,1.0
0.424457862339,0.225628546007,0.10132084109,0.12156249457,0.127030255994,1.0
0.137362327209,0.579313047136,0.0138207122514,0.0138971174409,0.255606795963,1.0
0.0,0.289525687046,0.268473802364,0.44200051059,0.0,1.0
0.468547682517,0.479917951331,0.0170932842704,0.0173263056602,0.0171147762206,1.0
0.0112346381077,0.333737436154,0.0517344022736,0.536741582464,0.066551941001,1.0
0.0,0.49152171281,0.0585125559468,0.127894549393,0.32207118185,1.0
0.029386409183,0.0289738596165,0.0290598361392,0.0291805121184,0.883399382943,1.0
0.165042536503,0.192104310863,0.017726566962,0.357019708352,0.26810687732,1.0
0.164511229986,0.00913552781771,0.186619038262,0.0534225441121,0.586311659822,1.0
0.0436517439924,0.389947136597,0.0,0.566401119411,0.0,1.0
0.0260829438644,0.664011229054,0.0891192766248,0.153741400394,0.0670451500626,1.0
0.251957703418,0.307531093012,0.394710914703,0.0226483588991,0.0231519299684,1.0
0.0,0.0,0.294665041985,0.0,0.705334958015,1.0
0.0222520050772,0.161893844814,0.149879701209,0.0231720891017,0.642802359798,1.0
0.103180207592,0.102176792398,0.103132309863,0.587831850718,0.103678839429,1.0
0.0653550332433,0.182531828281,0.126743266046,0.451690839395,0.173679033034,1.0
0.289544655625,0.0231424345471,0.0223042417251,0.64196163873,0.0230470293732,1.0
0.0189664097933,0.323272787475,0.0190531965362,0.455275411606,0.183432194589,1.0
0.282614007544,0.0168566772047,0.0171464444303,0.017039317048,0.666343553773,1.0
0.01844849768,0.0185077384863,0.0185734297382,0.446291018083,0.498179316013,1.0
0.32028996515,0.0257616739829,0.0258308093665,0.0259958655195,0.602121685982,1.0
0.150699465612,0.0224896238942,0.0230551972081,0.0228790267168,0.780876686569,1.0
0.450074899124,0.0106762143248,0.0108512331251,0.145562861365,0.382834792062,1.0
0.0288268999804,0.0289970414329,0.0289692230982,0.883193867754,0.0300129677348,1.0
0.267294186476,0.0836897378063,0.0106213506214,0.306697040396,0.331697684701,1.0
0.319974624109,0.0120076546227,0.0119081905974,0.453495924639,0.202613606032,1.0
0.213090383992,0.0145058110194,0.0840066596176,0.175373972565,0.513023172806,1.0
0.0,0.294257625777,0.318008526817,0.108758836307,0.278975011099,1.0
0.0668529794473,0.26913297697,0.0669924546972,0.0669643100747,0.530057278811,1.0
0.499666789778,0.0250453463271,0.0252792515535,0.424793957177,0.0252146551644,1.0
0.75451657988,0.0155394737865,0.0155858003944,0.0159611222215,0.198397023717,1.0
0.024622791004,0.0245516629702,0.395205444055,0.0573127603014,0.49830734167,1.0
0.119366269794,0.0304777201535,0.0459652595069,0.101365654957,0.702825095589,1.0
0.0340141999795,0.0339391528352,0.431952973637,0.0337316427024,0.466362030846,1.0
0.231283247812,0.273115894718,0.213142472196,0.257151053098,0.0253073321754,1.0
0.380147729189,0.0336423343377,0.0334342929729,0.0339058210429,0.518869822458,1.0
0.201635935734,0.0159508013124,0.419425400707,0.0159361588195,0.347051703428,1.0
0.218145866218,0.013443684462,0.160403876171,0.526850478627,0.0811560945215,1.0
0.076510347096,0.174894988699,0.122174603961,0.371951657299,0.254468402946,1.0
0.0,0.0,0.0,0.831596863141,0.168403136859,1.0
0.0600178639991,0.116950911212,0.272375768006,0.118359955035,0.432295501748,1.0
0.0890334649051,0.0183677328868,0.211631147117,0.162020765695,0.518946889396,1.0
0.0464167448242,0.242452772601,0.221686557098,0.293447183419,0.195996742059,1.0
0.194962904874,0.0544103371654,0.75062675796,0.0,0.0,1.0
0.23885616058,0.0,0.0,0.506663972589,0.254479866831,1.0
0.116091374618,0.0165985531645,0.179366481921,0.534716573519,0.153227016778,1.0
0.0645090001463,0.377607931169,0.158065278896,0.227831020636,0.171986769153,1.0
0.0502662577234,0.0506058424763,0.170461663531,0.382072976493,0.346593259776,1.0
0.0181906709699,0.0179582105018,0.551423912926,0.139231669739,0.273195535863,1.0
0.0,0.0,0.43039347139,0.165220444631,0.404386083978,1.0
0.0,0.0,0.225740008552,0.524931141555,0.249328849893,1.0
0.135199827312,0.0312225058404,0.0833558037965,0.403775734507,0.346446128543,1.0
0.128000046439,0.0705895568509,0.108516065145,0.508975617154,0.18391871441,1.0
0.164318712409,0.0195031902355,0.0853820732196,0.0305352365676,0.700260787568,1.0
0.100000007152,0.100000005148,0.100000006936,0.599997292492,0.100002688272,1.0
0.0429538361135,0.0420956358234,0.0420167930338,0.50008864547,0.372845089559,1.0
0.0518969036525,0.00720168632755,0.0946304142093,0.00718137373886,0.839089622072,1.0
0.0127951323947,0.0127760361108,0.0129014582497,0.302431565785,0.65909580746,1.0
0.0338825960181,0.222447443572,0.0334009473718,0.0344702800628,0.675798732975,1.0
0.124073335328,0.0119084538824,0.325154233698,0.0122730881,0.526590888992,1.0
0.0400000535012,0.0405146781451,0.838369014325,0.0400180387842,0.0410982152445,1.0
0.0589696871422,0.226942330373,0.160456857064,0.261269931555,0.292361193865,1.0
0.373224525225,0.0225606780668,0.0226154475613,0.558638329783,0.0229610193636,1.0
0.110165533748,0.0,0.286169747898,0.177966790405,0.425697927949,1.0
0.200883150316,0.350237207665,0.0183402333142,0.0185871074998,0.411952301205,1.0
0.153839438346,0.0100813527413,0.0101578399703,0.458369821156,0.367551547786,1.0
0.0889434328208,0.0,0.0,0.585248247565,0.325808319614,1.0
0.223563456561,0.0102649193745,0.0100699574414,0.550803928807,0.205297737816,1.0
0.033938832936,0.590904644291,0.0337440428002,0.0340845221659,0.307327957807,1.0
0.0126022569952,0.0128058141745,0.683570402588,0.278092027779,0.0129294984635,1.0
0.0,0.0,0.639930865346,0.0,0.360069134654,1.0
0.0160306749589,0.368752559012,0.582781118183,0.0160664042863,0.0163692435602,1.0
