@relation lda

@attribute topic0 numeric
@attribute topic1 numeric
@attribute topic2 numeric
@attribute topic3 numeric
@attribute topic4 numeric
@attribute topic5 numeric
@attribute topic6 numeric
@attribute topic7 numeric
@attribute topic8 numeric
@attribute topic9 numeric
@attribute classLabel {1.0, 2.0, 3.0, 4.0}
@data
0.0142890481628,0.0142859690994,0.0142865707371,0.698438860175,0.0142925536752,0.0142888456231,0.0142883668775,0.18725221164,0.0142893697021,0.0142882043085,1.0
0.168016963576,0.0,0.0,0.831983036424,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.101675157472,0.0,0.0,0.508774237228,0.053658991628,0.0,0.0,0.161553285823,0.174338327849,0.0,1.0
0.0,0.0839441076209,0.0,0.0289843544007,0.0737786325704,0.0370279711312,0.409425164516,0.131420545894,0.235419223866,0.0,1.0
0.128246729385,0.0,0.264548112846,0.233930143371,0.0,0.0,0.0,0.0,0.121244051108,0.25203096329,1.0
0.0,0.0,0.0,0.172729940666,0.0,0.0,0.349516612527,0.155769240781,0.321984206026,0.0,1.0
0.169055484292,0.0,0.0,0.0,0.0,0.215115956126,0.615828559582,0.0,0.0,0.0,1.0
0.0125080057042,0.0125007976367,0.0125001350716,0.0125006133403,0.0125057963635,0.200193603079,0.0125002649606,0.477212120378,0.235078551332,0.0125001121344,1.0
0.0964963149511,0.0912069503196,0.123145883999,0.202530892029,0.0,0.0,0.0,0.393599420266,0.0930205384354,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.190457887529,0.151634105071,0.153988089819,0.354235586278,0.149684331303,1.0
0.0990412904341,0.0967413125257,0.197495600842,0.0118008048671,0.0790791131648,0.0118008454363,0.219334788535,0.222856436222,0.0500478715788,0.0118019363943,1.0
0.111823429778,0.018466636906,0.0,0.0732359842006,0.0,0.169025202294,0.228610540531,0.145597594788,0.174776127356,0.0784644841464,1.0
0.0,0.372629512588,0.0,0.426912907568,0.200457579844,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.293033005019,0.0,0.0,0.0818279532579,0.147932766327,0.101626091923,0.375580183473,0.0,0.0,1.0
0.0,0.0,0.0,0.43098009733,0.0,0.259990504303,0.0,0.0,0.0,0.309029398367,1.0
0.0,0.0,0.0,0.24415614233,0.107428963981,0.0,0.0,0.144533300312,0.335470073646,0.168411519731,1.0
